ep,algo,tau,reward,avg20,alpha,avg_queue_veh,throughput_veh_per_hour,arrived_total,sim_seconds
1,sac,0.005000,-586.274520,-586.274520,0.150000,72.276498,1837.957825,1840,3604.000000
